"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_1555","Covers_332","0.7210526315789474",,"A Brief History of Time","A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition","A Brief History of Time","A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition","0.3026315789473685","0.3026315789473685","Stephen Hawking","STEPHEN HAWKING","Stephen Hawking","STEPHEN HAWKING","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_6799","Covers_24534","0.3",,"The Language of Flowers Coloring Book","The Late Show","The Language of Flowers Coloring Book","The Late Show","0.2702702702702703","0.0","John Green","John Douglas","John Green","John Douglas","0.5","0.5"
"LinearCombinationMatchingRule","Amazon_12872","Covers_46464","0.3588636363636364",,"The Ladybird Book of the Hipster","The Land of Laughs","The Ladybird Book of the Hipster","The Land of Laughs","0.40625","0.40625","Joel Morris","Jonathan Carroll","Joel Morris","Jonathan Carroll","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_18354","Covers_31117","0.7568627450980392",,"The Yellow Wallpaper","The Yellow Wallpaper (Feminist Press Reprint No. 3)","The Yellow Wallpaper","The Yellow Wallpaper (Feminist Press Reprint No. 3)","0.3921568627450981","0.3921568627450981","Charlotte Perkins Gilman","Charlotte Perkins Gilman","Charlotte Perkins Gilman","Charlotte Perkins Gilman","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4354","Covers_23387","0.0",,"Secret Garden","Secrets of Autumn (Loveswept #162)","Secret Garden","Secrets of Autumn (Loveswept #162)","0.2647058823529411","0.0","Johanna Basford","Joan E. Pickart","Johanna Basford","Joan E. Pickart","0.21333333333333335","0.0"
"LinearCombinationMatchingRule","Amazon_9853","Covers_15004","0.0",,"The Art of Wellbeing","The Arexx Cookbook: A Tutorial Guide to the Arexx Language on the Commodore Amiga Personal Computer","The Art of Wellbeing","The Arexx Cookbook: A Tutorial Guide to the Arexx Language on the Commodore Amiga Personal Computer","0.1515151515151515","0.0","Meredith Gaston","Merrill Callaway","Meredith Gaston","Merrill Callaway","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_16605","Covers_8898","0.8484848484848485",,"Zen And The Art Of Motorcycle Maintenance","Zen and the Art of Motorcycle Maintenance : An Inquiry into Values","Zen And The Art Of Motorcycle Maintenance","Zen and the Art of Motorcycle Maintenance : An Inquiry into Values","0.6212121212121212","0.6212121212121212","Robert M. Pirsig","Robert M. Pirsig","Robert M. Pirsig","Robert M. Pirsig","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3587","Covers_1304","0.0",,"The Compound Effect","The Courtship of Princess Leia (Star Wars)","The Compound Effect","The Courtship of Princess Leia (Star Wars)","0.2857142857142857","0.0","Darren Hardy","Dave Wolverton","Darren Hardy","Dave Wolverton","0.21666666666666667","0.0"
"LinearCombinationMatchingRule","Amazon_19739","Covers_13398","0.16842105263157894",,"The Chosen Dead","The Christmas Carol","The Chosen Dead","The Christmas Carol","0.42105263157894735","0.42105263157894735","Matthew Hall","Mark A. Taylor","Matthew Hall","Mark A. Taylor","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_19896","Covers_34546","0.0",,"The Courage to Teach","The Complete Guide to Bed &amp; Breakfasts, Inns, &amp; Guesthouses (15th Edition)","The Courage to Teach","The Complete Guide to Bed &amp; Breakfasts, Inns, &amp; Guesthouses (15th Edition)","0.19512195121951215","0.0","Parker J. Palmer","Pamela Lanier","Parker J. Palmer","Pamela Lanier","0.27692307692307694","0.0"
"LinearCombinationMatchingRule","Amazon_5026","Covers_17695","0.7395348837209302",,"Spot Goes to School","Spot Goes to the Circus (Picture Puffin S.)","Spot Goes to School","Spot Goes to the Circus (Picture Puffin S.)","0.34883720930232553","0.34883720930232553","Eric Hill","Eric Hill","Eric Hill","Eric Hill","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_9076","Covers_31557","0.3969230769230769",,"The Elephant to Hollywood","The Elric Saga PT. II","The Elephant to Hollywood","The Elric Saga PT. II","0.28","0.0","Michael Caine","Michael Moorcock","Michael Caine","Michael Moorcock","0.6615384615384615","0.6615384615384615"
"LinearCombinationMatchingRule","Amazon_13416","Covers_4631","0.7789473684210526",,"The Cartoon History of the Universe II","The Cartoon Guide to Genetics","The Cartoon History of the Universe II","The Cartoon Guide to Genetics","0.4473684210526315","0.4473684210526315","Larry Gonick","Larry Gonick","Larry Gonick","Larry Gonick","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_18546","Covers_39400","0.13846153846153847",,"The Captain Class","The Cats of Tiffany Street","The Captain Class","The Cats of Tiffany Street","0.34615384615384615","0.34615384615384615","Sam Walker","Sarah Hayes","Sam Walker","Sarah Hayes","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_21770","Covers_29034","0.12000000000000002",,"How to Build and Modify Gm Ls-Series Engines","How to Be a Consistent Winner in the Most Popular Card Games","How to Build and Modify Gm Ls-Series Engines","How to Be a Consistent Winner in the Most Popular Card Games","0.30000000000000004","0.30000000000000004","Joseph Potak","John R. Crawford","Joseph Potak","John R. Crawford","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_4930","Covers_1259","0.3872727272727273",,"The Land of Stories: The Enchantress Returns","The Last World: A Novel","The Land of Stories: The Enchantress Returns","The Last World: A Novel","0.31818181818181823","0.31818181818181823","Chris Colfer","Christopher Ransmayr","Chris Colfer","Christopher Ransmayr","0.43333333333333335","0.43333333333333335"
"LinearCombinationMatchingRule","Amazon_18123","Covers_8249","0.16774193548387095",,"The First Law Trilogy Boxed Set","The First Time","The First Law Trilogy Boxed Set","The First Time","0.4193548387096774","0.4193548387096774","Joe Abercrombie","Joy Fielding","Joe Abercrombie","Joy Fielding","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_21131","Covers_7279","0.8875",,"King Arthur and His Knights of the Round Table","King Arthur and His Knights of the Round Table (Puffin Classics)","King Arthur and His Knights of the Round Table","King Arthur and His Knights of the Round Table (Puffin Classics)","0.71875","0.71875","Roger Lancelyn Green","Roger Lancelyn Green","Roger Lancelyn Green","Roger Lancelyn Green","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_11117","Covers_878","0.0",,"The Ladybird Book of Dating","The Last of the Mohicans (Bantam Classics)","The Ladybird Book of Dating","The Last of the Mohicans (Bantam Classics)","0.2857142857142857","0.0","Jason Hazeley","James Fenimore Cooper","Jason Hazeley","James Fenimore Cooper","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_12239","Covers_9972","0.15294117647058825",,"Shades of Grey","Shades of Gray (Loveswept, No 286)","Shades of Grey","Shades of Gray (Loveswept, No 286)","0.38235294117647056","0.38235294117647056","Kate Watson-Smyth","Kay Hooper","Kate Watson-Smyth","Kay Hooper","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_18123","Covers_8246","0.15483870967741936",,"The First Law Trilogy Boxed Set","The Fig Eater : A Novel","The First Law Trilogy Boxed Set","The Fig Eater : A Novel","0.3870967741935484","0.3870967741935484","Joe Abercrombie","Jody Shields","Joe Abercrombie","Jody Shields","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_15210","Covers_7098","0.68125",,"Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","0.453125","0.453125","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","0.8333333333333334","0.8333333333333334"
"LinearCombinationMatchingRule","Amazon_13085","Covers_47909","0.12413793103448274",,"The Sh!t No One Tells You","The Short Victorious War (Honor Harrington Series, Book 3)","The Sh!t No One Tells You","The Short Victorious War (Honor Harrington Series, Book 3)","0.31034482758620685","0.31034482758620685","Dawn Dais","David Weber","Dawn Dais","David Weber","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","Amazon_14497","Covers_22428","0.3519191919191919",,"Spirit of the Wild","Spirit Mirror","Spirit of the Wild","Spirit Mirror","0.38888888888888884","0.38888888888888884","Steve Bloom","Stephen Marley","Steve Bloom","Stephen Marley","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_20838","Covers_10522","0.43",,"The World of David Walliams CD Story Collection","The World of Jack Aubrey: Twelve-Pounders, Frigates, Cutlasses, and Insignia of His Majesty's Royal  Navy","The World of David Walliams CD Story Collection","The World of Jack Aubrey: Twelve-Pounders, Frigates, Cutlasses, and Insignia of His Majesty's Royal  Navy","0.2857142857142857","0.0","David Walliams","David Miller","David Walliams","David Miller","0.7166666666666667","0.7166666666666667"
"LinearCombinationMatchingRule","Amazon_5075","Covers_44199","0.0",,"How to Draw 101 Animals","How to Enjoy Your Life &amp; Your Job","How to Draw 101 Animals","How to Enjoy Your Life &amp; Your Job","0.2702702702702703","0.0","Dan Green","Dale Carnegie","Dan Green","Dale Carnegie","0.24444444444444444","0.0"
"LinearCombinationMatchingRule","Amazon_12963","Covers_48032","0.16470588235294117",,"How To Live With A Huge Penis","How to Do Everything with Your GPS","How To Live With A Huge Penis","How to Do Everything with Your GPS","0.4117647058823529","0.4117647058823529","Richard Jacob","Rick  Broida","Richard Jacob","Rick  Broida","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_11253","Covers_5738","0.16666666666666666",,"The Relationship Cure","The Revolt of the Masses","The Relationship Cure","The Revolt of the Masses","0.41666666666666663","0.41666666666666663","John M. Gottman","Jose Ortega Y Gasset","John M. Gottman","Jose Ortega Y Gasset","0.17333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_277","Covers_18896","0.13333333333333336",,"Secret of Childhood","Secrets of Small Business Success","Secret of Childhood","Secrets of Small Business Success","0.33333333333333337","0.33333333333333337","Maria Montessori","Malcolm Newell","Maria Montessori","Malcolm Newell","0.24285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_18385","Covers_22065","0.39384615384615385",,"The Librarian of Auschwitz","The Living: A Novel","The Librarian of Auschwitz","The Living: A Novel","0.3846153846153846","0.3846153846153846","Antonio Iturbe","Annie Dillard","Antonio Iturbe","Annie Dillard","0.4","0.4"
"LinearCombinationMatchingRule","Amazon_11937","Covers_17273","0.32",,"The Bell Curve","The Best American Science and Nature Writing 2003 (Best American Science and Nature Writing, 2003)","The Bell Curve","The Best American Science and Nature Writing 2003 (Best American Science and Nature Writing, 2003)","0.11224489795918369","0.0","Richard J. Herrnstein","Richard Dawkins","Richard J. Herrnstein","Richard Dawkins","0.5333333333333333","0.5333333333333333"
"LinearCombinationMatchingRule","Amazon_11532","Covers_8165","0.1739130434782609",,"The Communist Manifesto","The Complete Stories","The Communist Manifesto","The Complete Stories","0.4347826086956522","0.4347826086956522","Friedrich Engels","Franz Kafka","Friedrich Engels","Franz Kafka","0.23636363636363636","0.0"
"LinearCombinationMatchingRule","Amazon_22560","Covers_22935","0.0",,"Lonely Planet Pocket Florence & Tuscany","Lonely Men","Lonely Planet Pocket Florence & Tuscany","Lonely Men","0.23076923076923073","0.0","Lonely Planet","Louis L'Amour","Lonely Planet","Louis L'Amour","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_18545","Covers_5348","0.192",,"The Little Book of Talent","The Life of Mammals","The Little Book of Talent","The Life of Mammals","0.48","0.48","Daniel Coyle","David Attenborough","Daniel Coyle","David Attenborough","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_19538","Covers_26123","0.12941176470588234",,"The Thoth Tarot Book and Cards Set","The Third Wave","The Thoth Tarot Book and Cards Set","The Third Wave","0.32352941176470584","0.32352941176470584","Aleister Cowley","Alvin Toffler","Aleister Cowley","Alvin Toffler","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_348","Covers_22405","0.5635327635327635",,"The How Not to Die Cookbook","The Holy Road: A Novel","The How Not to Die Cookbook","The Holy Road: A Novel","0.37037037037037035","0.37037037037037035","Michael Greger","Michael Blake","Michael Greger","Michael Blake","0.6923076923076923","0.6923076923076923"
"LinearCombinationMatchingRule","Amazon_680","Covers_22610","0.4644155844155844",,"The Compassionate Mind Workbook","The Complete Time Management System","The Compassionate Mind Workbook","The Complete Time Management System","0.34285714285714286","0.34285714285714286","Chris Irons","Christian H. Godefroy","Chris Irons","Christian H. Godefroy","0.5454545454545454","0.5454545454545454"
"LinearCombinationMatchingRule","Amazon_17325","Covers_37533","0.0",,"The Wedding Girl","The Well-Filled Cupboard: A Collection of Seasonal Recipes, Gardening Hints, Country Lore and Domestic Pleasures","The Wedding Girl","The Well-Filled Cupboard: A Collection of Seasonal Recipes, Gardening Hints, Country Lore and Domestic Pleasures","0.1339285714285714","0.0","Madeleine Wickham","Mary Alice Downie","Madeleine Wickham","Mary Alice Downie","0.17647058823529413","0.0"
"LinearCombinationMatchingRule","Amazon_20214","Covers_40841","0.0",,"The Next Step Forward in Guided Reading","The New York City Cab Driver's Joke Book","The Next Step Forward in Guided Reading","The New York City Cab Driver's Joke Book","0.25","0.0","Jan Richardson","James Pietsch","Jan Richardson","James Pietsch","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_11030","Covers_3382","0.7837837837837838",,"How to Stop Worrying and Start Living","How To Enjoy Your Life And Your Job","How to Stop Worrying and Start Living","How To Enjoy Your Life And Your Job","0.45945945945945943","0.45945945945945943","Dale Carnegie","Dale Carnegie","Dale Carnegie","Dale Carnegie","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3577","Covers_13813","0.13333333333333336",,"How to Win Friends and Influence People","How To Succeed With Men","How to Win Friends and Influence People","How To Succeed With Men","0.33333333333333337","0.33333333333333337","Dale Carnegie","David Copeland","Dale Carnegie","David Copeland","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_5147","Covers_1767","0.8",,"Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Prisoner of Azkaban (Harry Potter)","Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Prisoner of Azkaban (Harry Potter)","0.5","0.5","J.K. Rowling","J.K. Rowling","J.K. Rowling","J.K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_9454","Covers_49917","0.32533333333333336",,"Lonely Planet Cuba","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Cuba","Lonely Planet Ireland (Lonely Planet Ireland)","0.33333333333333337","0.33333333333333337","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_7211","Covers_7877","1.0",,"Silence of the Lambs","Silence of the Lambs","Silence of the Lambs","Silence of the Lambs","1.0","1.0","Thomas Harris","Thomas Harris","Thomas Harris","Thomas Harris","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_11344","Covers_23522","0.0",,"The Strength Switch","The Stuff of Dreams: Behind the Scenes of an American Community Theater","The Strength Switch","The Stuff of Dreams: Behind the Scenes of an American Community Theater","0.22535211267605637","0.0","Lea Waters","Leah Hager Cohen","Lea Waters","Leah Hager Cohen","0.3","0.0"
"LinearCombinationMatchingRule","Amazon_20804","Covers_12998","0.7517241379310344",,"Captain Underpants #4: Captain Underpants and the Perilous Plot of Professor Poopypants","Captain Underpants Boxed Set (Four Books and a Whoopee Cushion)","Captain Underpants #4: Captain Underpants and the Perilous Plot of Professor Poopypants","Captain Underpants Boxed Set (Four Books and a Whoopee Cushion)","0.3793103448275862","0.3793103448275862","Dav Pilkey","Dav Pilkey","Dav Pilkey","Dav Pilkey","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_22481","Covers_271","1.0",,"Under The Tuscan Sun","Under the Tuscan Sun","Under The Tuscan Sun","Under the Tuscan Sun","1.0","1.0","Frances Mayes","Frances Mayes","Frances Mayes","Frances Mayes","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_10751","Covers_12905","0.0",,"Vampire Knight, Vol. 1","Vampire Slayers: Stories of Those Who Dare to Take Back the Night (The Slayers Series)","Vampire Knight, Vol. 1","Vampire Slayers: Stories of Those Who Dare to Take Back the Night (The Slayers Series)","0.18604651162790697","0.0","Matsuri Hino","Martin H. Greenberg","Matsuri Hino","Martin H. Greenberg","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_21975","Covers_45769","0.42961538461538457",,"How to Build, Modify & Power Tune Cylinder Heads","How to Win At Rotisserie Baseball 1991","How to Build, Modify & Power Tune Cylinder Heads","How to Win At Rotisserie Baseball 1991","0.3125","0.3125","Peter Burgess","Peter Golenbock","Peter Burgess","Peter Golenbock","0.5076923076923077","0.5076923076923077"
"LinearCombinationMatchingRule","Amazon_2095","Covers_40839","0.0",,"The Architecture of Happiness","The Art of the Possible: The Path from Perfectionism to Balance and Freedom","The Architecture of Happiness","The Art of the Possible: The Path from Perfectionism to Balance and Freedom","0.24","0.0","Alain de Botton","Alexandra Stoddard","Alain de Botton","Alexandra Stoddard","0.18666666666666668","0.0"
"LinearCombinationMatchingRule","Amazon_22008","Covers_38942","0.0",,"Build Your Own Dream Camper Van for Less Than GBP1000","Building of Jalna","Build Your Own Dream Camper Van for Less Than GBP1000","Building of Jalna","0.2075471698113207","0.0","Matthew Ball","Mazo De LA Roche","Matthew Ball","Mazo De LA Roche","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_13189","Covers_8870","1.0",,"Without Feathers","Without Feathers","Without Feathers","Without Feathers","1.0","1.0","Woody Allen","Woody Allen","Woody Allen","Woody Allen","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21029","Covers_48456","0.40685714285714286",,"The Retribution of Mara Dyer","The Revenge of the Hound","The Retribution of Mara Dyer","The Revenge of the Hound","0.3571428571428571","0.3571428571428571","Michelle Hodkin","Michael Hardwick","Michelle Hodkin","Michael Hardwick","0.44","0.44"
"LinearCombinationMatchingRule","Amazon_21458","Covers_28137","0.0",,"How to Build Max-Performance Mitsubishi 4g63t Engines","How to Say it","How to Build Max-Performance Mitsubishi 4g63t Engines","How to Say it","0.2075471698113207","0.0","Robert Bowen","Rosalie Maggio","Robert Bowen","Rosalie Maggio","0.21666666666666667","0.0"
"LinearCombinationMatchingRule","Amazon_22661","Covers_28108","0.7538461538461538",,"Rick Steves Pocket Italy's Cinque Terre","Rick Steves' Europe 1997 (Annual)","Rick Steves Pocket Italy's Cinque Terre","Rick Steves' Europe 1997 (Annual)","0.3846153846153846","0.3846153846153846","Rick Steves","Rick Steves","Rick Steves","Rick Steves","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_5192","Covers_42291","0.7442622950819672",,"Harry Potter and the Philosopher's Stone - Gryffindor Edition","Harry Potter y la cámara secreta","Harry Potter and the Philosopher's Stone - Gryffindor Edition","Harry Potter y la cámara secreta","0.360655737704918","0.360655737704918","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_2142","Covers_20721","0.16842105263157894",,"The Maddie Diaries","The Malady of Death","The Maddie Diaries","The Malady of Death","0.42105263157894735","0.42105263157894735","Maddie Ziegler","Marguerite Duras","Maddie Ziegler","Marguerite Duras","0.17142857142857143","0.0"
"LinearCombinationMatchingRule","Amazon_9619","Covers_16201","0.3054545454545454",,"How to eat a peach","How to Have a Big Wedding on a Small Budget: Cut Your Wedding Costs by Half-- Or More","How to eat a peach","How to Have a Big Wedding on a Small Budget: Cut Your Wedding Costs by Half-- Or More","0.17647058823529416","0.0","Diana Henry","Diane Warner","Diana Henry","Diane Warner","0.509090909090909","0.509090909090909"
"LinearCombinationMatchingRule","Amazon_20934","Covers_40689","0.7777777777777778",,"Goodnight Mister Tom","Goodnight Mister Tom (New Longman Literature)","Goodnight Mister Tom","Goodnight Mister Tom (New Longman Literature)","0.4444444444444444","0.4444444444444444","Michelle Magorian","Michelle Magorian","Michelle Magorian","Michelle Magorian","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_5118","Covers_35695","0.4318881118881118",,"Little Children's Travel Activity Book","Little man, little man: A story of childhood","Little Children's Travel Activity Book","Little man, little man: A story of childhood","0.31818181818181823","0.31818181818181823","James Maclaine","James Baldwin","James Maclaine","James Baldwin","0.5076923076923077","0.5076923076923077"
"LinearCombinationMatchingRule","Amazon_7825","Covers_18447","0.2625",,"The Cuckoo's Calling","The CUTTING ROOM: AN AVRAM COHEN MYSTERY","The Cuckoo's Calling","The CUTTING ROOM: AN AVRAM COHEN MYSTERY","0.275","0.0","Robert Galbraith","Robert Rosenberg","Robert Galbraith","Robert Rosenberg","0.4375","0.4375"
"LinearCombinationMatchingRule","Amazon_1412","Covers_13813","0.15384615384615385",,"How to Lie with Statistics","How To Succeed With Men","How to Lie with Statistics","How To Succeed With Men","0.3846153846153846","0.3846153846153846","Darrell Huff","David Copeland","Darrell Huff","David Copeland","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_21057","Covers_34627","0.13846153846153847",,"The Boy in Striped Pajamas","The Books of Rachel","The Boy in Striped Pajamas","The Books of Rachel","0.34615384615384615","0.34615384615384615","John Boyne","Joel Gross","John Boyne","Joel Gross","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_608","Covers_33470","0.49",,"The Making of a Therapist","The Magic of the Mask","The Making of a Therapist","The Magic of the Mask","0.6","0.6","Louis Cozolino","Louise Ashby","Louis Cozolino","Louise Ashby","0.4166666666666667","0.4166666666666667"
"LinearCombinationMatchingRule","Amazon_20783","Covers_26743","0.16363636363636364",,"The Dream Thieves","The Dreadful Debutante","The Dream Thieves","The Dreadful Debutante","0.40909090909090906","0.40909090909090906","Maggie Stiefvater","Marion Chesney","Maggie Stiefvater","Marion Chesney","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_10973","Covers_13195","0.16363636363636364",,"The Whole-Brain Child","The Whisperings Within","The Whole-Brain Child","The Whisperings Within","0.40909090909090906","0.40909090909090906","Daniel J Siegel","David P. Barash","Daniel J Siegel","David P. Barash","0.16","0.0"
"LinearCombinationMatchingRule","Amazon_15496","Covers_49615","0.3",,"The Book of Lost Tales 1","The Book of the SubGenius : Being the Divine Wisdom, Guidance, and Prophecy of J.R. 'Bob' Dobbs, High Epopt of the Church of the SubGenius, Here Inscribed for the Salvation of Future Generations and in the Hope that Slack May Someday Reign on this Earth","The Book of Lost Tales 1","The Book of the SubGenius : Being the Divine Wisdom, Guidance, and Prophecy of J.R. 'Bob' Dobbs, High Epopt of the Church of the SubGenius, Here Inscribed for the Salvation of Future Generations and in the Hope that Slack May Someday Reign on this Earth","0.09090909090909094","0.0","J. R. R. Tolkien","J.R. Dobbs","J. R. R. Tolkien","J.R. Dobbs","0.5","0.5"
"LinearCombinationMatchingRule","Amazon_15443","Covers_43710","0.15555555555555556",,"The Moth","The Mount: A Novel","The Moth","The Mount: A Novel","0.38888888888888884","0.38888888888888884","Catherine Burns","Carol Emshwiller","Catherine Burns","Carol Emshwiller","0.14666666666666667","0.0"
"LinearCombinationMatchingRule","Amazon_20748","Covers_21777","0.1523809523809524",,"The Revenge of Gaia","The Rebel : An Imagined Life of James Dean","The Revenge of Gaia","The Rebel : An Imagined Life of James Dean","0.38095238095238093","0.38095238095238093","James Lovelock","Jack Dann","James Lovelock","Jack Dann","0.28888888888888886","0.0"
"LinearCombinationMatchingRule","Amazon_11127","Covers_21800","0.36",,"The Gift of Dyslexia","The Giraffe and the Pelly and Me (Young Puffin Read Alone S.)","The Gift of Dyslexia","The Giraffe and the Pelly and Me (Young Puffin Read Alone S.)","0.24590163934426235","0.0","Ronald D. Davis","Roald Dahl","Ronald D. Davis","Roald Dahl","0.6","0.6"
"LinearCombinationMatchingRule","Amazon_17879","Covers_26060","0.0",,"The Last Command","The Lambs of Libertyville: A Working Community of Retarded Adults","The Last Command","The Lambs of Libertyville: A Working Community of Retarded Adults","0.23076923076923073","0.0","Timothy Zahn","Tim Unsworth","Timothy Zahn","Tim Unsworth","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_769","Covers_16767","0.20400000000000001",,"The Biology of Desire","The Big Year : A Tale of Man, Nature, and Fowl Obsession","The Biology of Desire","The Big Year : A Tale of Man, Nature, and Fowl Obsession","0.25","0.0","Marc Lewis","Mark Obmascik","Marc Lewis","Mark Obmascik","0.34","0.34"
"LinearCombinationMatchingRule","Amazon_13047","Covers_21888","0.76",,"A Study in Scarlet","A Study in Scarlet (Penguin Popular Classics)","A Study in Scarlet","A Study in Scarlet (Penguin Popular Classics)","0.4","0.4","Sir Arthur Conan Doyle","Sir Arthur Conan Doyle","Sir Arthur Conan Doyle","Sir Arthur Conan Doyle","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_8551","Covers_46211","0.1411764705882353",,"The Five-Minute Writer 2nd Edition","The Fifth Jade of Heaven","The Five-Minute Writer 2nd Edition","The Fifth Jade of Heaven","0.3529411764705882","0.3529411764705882","Margret Geraghty","Marilyn Granbeck","Margret Geraghty","Marilyn Granbeck","0.3","0.0"
"LinearCombinationMatchingRule","Amazon_21048","Covers_257","0.3493333333333334",,"The Boy in the Striped Pajamas","The Boys of My Youth","The Boy in the Striped Pajamas","The Boys of My Youth","0.33333333333333337","0.33333333333333337","John Boyne","Jo Ann Beard","John Boyne","Jo Ann Beard","0.36","0.36"
"LinearCombinationMatchingRule","Amazon_13394","Covers_2250","0.0",,"The Infinite Monkey Cage - How to Build a Universe","The Incredible Truth About Motherhood","The Infinite Monkey Cage - How to Build a Universe","The Incredible Truth About Motherhood","0.26","0.0","Brian Cox","Bradley Trevor Greive","Brian Cox","Bradley Trevor Greive","0.28888888888888886","0.0"
"LinearCombinationMatchingRule","Amazon_19047","Covers_878","0.0",,"The Ladybird Book of The Do-Gooder","The Last of the Mohicans (Bantam Classics)","The Ladybird Book of The Do-Gooder","The Last of the Mohicans (Bantam Classics)","0.26190476190476186","0.0","Jason Hazeley","James Fenimore Cooper","Jason Hazeley","James Fenimore Cooper","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_8331","Covers_25140","0.0",,"The Story of English in 100 Words","The Strange Case of Dr. Simmonds and Dr. Glas: A Novel","The Story of English in 100 Words","The Strange Case of Dr. Simmonds and Dr. Glas: A Novel","0.2962962962962963","0.0","David Crystal","Dannie Abse","David Crystal","Dannie Abse","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_4835","Covers_28447","0.0",,"The Worst Witch","The Workshop: Designing , Building, Equipping","The Worst Witch","The Workshop: Designing , Building, Equipping","0.2222222222222222","0.0","Jill Murphy","Jim Kingshott","Jill Murphy","Jim Kingshott","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_9285","Covers_21585","0.19393939393939397",,"The Ladybird Book of the Hangover","The Last of the Savages","The Ladybird Book of the Hangover","The Last of the Savages","0.48484848484848486","0.48484848484848486","Jason Hazeley","Jay McInerney","Jason Hazeley","Jay McInerney","0.15384615384615385","0.0"
